EventTemplate,Occurrences
closing AMQP connection <*> (10.0.11.208:43404 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:43428 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:43428 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:43428 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:43438 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:43438 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:43438 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:43448 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:43448 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:43448 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
closing AMQP connection <*> (10.0.11.197:33528 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.197:33592 -> 10.0.11.23:5672) ,8
<*> <*> (10.0.11.197:33592 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
closing AMQP connection <*> (10.0.11.197:33592 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
accepting AMQP connection <*> (10.0.11.197:33602 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:33602 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
accepting AMQP connection <*> (10.0.11.208:43508 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:43508 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:33602 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
closing AMQP connection <*> (10.0.11.208:43508 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:33606 -> 10.0.11.23:5672) ,20
accepting AMQP connection <*> (10.0.11.208:43512 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:33606 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,20
<*> <*> (10.0.11.208:43512 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:33606 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,20
accepting AMQP connection <*> (10.0.11.197:33612 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:33612 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:43512 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.197:33612 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:43518 -> 10.0.11.23:5672) ,11
accepting AMQP connection <*> (10.0.11.197:33616 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:33616 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
<*> <*> (10.0.11.208:43518 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:33616 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
closing AMQP connection <*> (10.0.11.208:43518 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:33622 -> 10.0.11.23:5672) ,15
accepting AMQP connection <*> (10.0.11.208:43524 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:33622 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
<*> <*> (10.0.11.208:43524 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:43524 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:44040 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:44040 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:33622 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:34536 -> 10.0.11.23:5672) ,13
closing AMQP connection <*> (10.0.11.208:44040 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
<*> <*> (10.0.11.197:34536 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
accepting AMQP connection <*> (10.0.11.208:44534 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:44534 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:34536 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:34858 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:34858 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:44534 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:44920 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:44920 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:44920 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:45000 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:45000 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:45000 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
closing AMQP connection <*> (10.0.11.197:34858 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:45282 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:45282 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
accepting AMQP connection <*> (10.0.11.197:35480 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:35480 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:35480 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
closing AMQP connection <*> (10.0.11.208:45282 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:35936 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:35936 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
accepting AMQP connection <*> (10.0.11.208:46092 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:46092 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:35936 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:36246 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:36246 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:46092 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:46278 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:46278 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:46278 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:46424 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.208:46424 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.197:36246 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.197:36524 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:36524 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:36524 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:36542 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:36542 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:46424 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.208:46580 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:46580 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:36542 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
closing AMQP connection <*> (10.0.11.208:46580 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:46610 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:46610 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:46610 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.197:37896 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:37896 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
accepting AMQP connection <*> (10.0.11.208:48352 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:48352 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:48352 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:48380 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:48380 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:48380 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:48396 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:48396 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:48396 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:48408 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:48408 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:48408 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:48418 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:48418 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:48418 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:48442 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:48442 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:48442 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:48464 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:48464 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:37896 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
closing AMQP connection <*> (10.0.11.208:48464 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:48494 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:48494 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:48494 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:48510 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:48510 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:48510 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:39200 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:39200 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
accepting AMQP connection <*> (10.0.11.208:50106 -> 10.0.11.23:5672) ,18
<*> <*> (10.0.11.208:50106 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,18
closing AMQP connection <*> (10.0.11.197:39200 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:39738 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:39738 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:50106 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,18
closing AMQP connection <*> (10.0.11.197:39738 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:40820 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:40820 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.197:40820 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:51732 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:51732 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
accepting AMQP connection <*> (10.0.11.197:41322 -> 10.0.11.23:5672) ,15
closing AMQP connection <*> (10.0.11.208:51732 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
<*> <*> (10.0.11.197:41322 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
accepting AMQP connection <*> (10.0.11.208:52074 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:52074 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:41322 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:41464 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:41464 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:41464 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:41570 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:41570 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:41570 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:41746 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:41746 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:41746 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.208:52074 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:52404 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:52404 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:52404 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:41828 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:41828 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:41828 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:54550 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:54550 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:54550 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:54556 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:54556 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:54556 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:54584 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:54584 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:54584 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:54594 -> 10.0.11.23:5672) ,23
<*> <*> (10.0.11.208:54594 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,23
closing AMQP connection <*> (10.0.11.208:54594 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,23
accepting AMQP connection <*> (10.0.11.208:54608 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:54608 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:54608 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:54622 -> 10.0.11.23:5672) ,8
<*> <*> (10.0.11.208:54622 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
closing AMQP connection <*> (10.0.11.208:54622 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
accepting AMQP connection <*> (10.0.11.208:54630 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:54630 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:54630 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:54650 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:54650 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:54650 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:54664 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:54664 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:54664 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:54678 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.208:54678 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.208:54678 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.208:54698 -> 10.0.11.23:5672) ,14
accepting AMQP connection <*> (10.0.11.197:43256 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:54698 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
<*> <*> (10.0.11.197:43256 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:54698 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:54708 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:54708 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:43256 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.208:54708 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:54714 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:54714 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
accepting AMQP connection <*> (10.0.11.197:43268 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:43268 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:54714 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:54726 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:54726 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:43268 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:43276 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:43276 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:43276 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:43832 -> 10.0.11.23:5672) ,21
<*> <*> (10.0.11.197:43832 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,21
closing AMQP connection <*> (10.0.11.197:43832 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,21
closing AMQP connection <*> (10.0.11.208:54726 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:55938 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.208:55938 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
accepting AMQP connection <*> (10.0.11.197:44726 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:44726 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:55938 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
